发震时刻,经度,纬度,深度（千米）,参考位置,震级
1974/7/28 12:10,75.37 ,38.72 ,,新疆阿克陶,4.7
1974/7/27 18:03,94.90 ,30.50 ,,西藏波密,4.7
1974/7/10 0:20,104.00 ,28.30 ,22,云南昭通市大关县,5.2
1974/7/7 4:21,93.92 ,45.22 ,,新疆巴里坤东,4.9
1974/7/5 3:44,93.70 ,44.90 ,33,新疆哈密市巴里坤县,5
1974/7/5 3:39,93.60 ,45.10 ,33,新疆哈密市巴里坤县,5.3
1974/7/5 3:30,94.20 ,45.00 ,,新疆哈密市巴里坤县,7.1
1974/6/15 22:27,104.10 ,28.30 ,15,云南昭通市大关县,5.2
1974/6/15 18:19,99.90 ,31.60 ,13,四川甘孜州甘孜县,5
1974/6/15 15:02,104.20 ,28.40 ,18,云南昭通市大关县,5.7
1974/6/5 20:30,104.20 ,28.30 ,,云南昭通市大关县,5
1974/6/5 8:02,99.60 ,29.40 ,10,四川甘孜州巴塘县,5.2
1974/5/11 3:25,104.10 ,28.20 ,14,云南昭通市大关县,7.1
1974/5/5 13:57,121.30 ,22.30 ,,台湾台东县海域,5.2
1974/4/22 8:29,119.10 ,31.60 ,16,江苏常州市溧阳市,5.5
1974/4/21 23:07,122.30 ,25.30 ,205,台湾新北市海域,5.4
1974/4/11 6:59,121.40 ,22.80 ,35,台湾台东县海域,5.1
1974/3/24 22:16,86.10 ,27.90 ,18,西藏日喀则市聂拉木县,6.1
1974/3/23 18:07,77.02 ,38.78 ,,新疆岳普湖,4.9
1974/3/19 7:39,126.60 ,27.20 ,165,东海海域,5.1
1974/3/3 12:53,86.50 ,30.90 ,,西藏阿里地区措勤县,5.7
1974/2/10 1:04,121.20 ,23.10 ,,台湾台东,4.8
1974/2/6 18:17,121.20 ,22.70 ,15,台湾台东县,5.2
1974/2/3 18:08,120.10 ,19.00 ,30,巴布延群岛海域,5.9
1974/1/27 16:16,121.60 ,23.90 ,,台湾花莲县,5.1
1974/1/16 12:52,121.50 ,23.40 ,22,台湾台东县海域,5.3
1974/1/16 6:50,104.10 ,32.90 ,18,四川绵阳市平武县,5.7
1974/1/2 22:41,124.40 ,26.10 ,191,东海海域,5.7
1973/12/31 19:00,116.80 ,38.40 ,19,河北沧州市河间市,5.3
1973/12/30 1:24,103.08 ,29.70 ,28,四川雅安,4.9
1973/12/25 4:50,120.90 ,24.50 ,20,台湾苗栗县,5
1973/11/28 23:55,81.50 ,37.90 ,,新疆和田地区于田县,5
1973/11/27 17:31,86.77 ,33.18 ,33,西藏尼玛,4.7
1973/11/24 7:58,77.02 ,38.53 ,,新疆莎车,4.8
1973/11/22 3:47,81.10 ,34.60 ,25,西藏阿里地区日土县,5.1
1973/11/18 16:38,119.40 ,16.10 ,51,南海海域,5
1973/10/2 10:59,121.70 ,23.70 ,24,台湾花莲县海域,5.1
1973/10/2 8:11,102.60 ,44.50 ,33,内蒙古额济纳旗以北,4.7
1973/9/29 8:44,131.00 ,41.90 ,595,吉林延边州珲春市东部海域,7.7
1973/9/12 7:18,124.80 ,25.50 ,153,先岛群岛东北海域,6.1
1973/9/10 15:43,130.90 ,42.50 ,586,吉林延边州珲春市东部海域,6.4
1973/9/9 10:42,100.00 ,31.70 ,,四川甘孜州甘孜县,5
1973/9/9 10:13,100.10 ,31.60 ,,四川甘孜州甘孜县,5.8
1973/9/8 15:59,86.80 ,33.00 ,,西藏那曲市尼玛县,5.3
1973/9/8 15:25,86.90 ,33.10 ,,西藏那曲市尼玛县,6
1973/8/16 16:02,86.90 ,33.20 ,10,西藏那曲市尼玛县,5.5
1973/8/16 14:05,101.20 ,23.10 ,7,云南普洱市宁洱县,5.2
1973/8/16 12:48,103.90 ,32.90 ,,四川平武,4.8
1973/8/16 11:58,101.20 ,23.10 ,7,云南普洱市思茅区,6.3
1973/8/11 15:15,104.10 ,32.90 ,19,四川阿坝州松潘县,6.5
1973/8/4 8:16,124.00 ,33.83 ,,黄海,4.7
1973/8/2 16:58,104.60 ,27.90 ,,云南昭通市彝良县,5.4
1973/8/2 5:33,101.32 ,30.88 ,10,四川道孚,4.7
1973/7/29 1:53,121.40 ,22.10 ,23,台湾屏东县海域,5.7
1973/7/23 18:02,122.20 ,24.10 ,48,台湾花莲县海域,5.5
1973/7/22 17:06,105.20 ,22.30 ,,云南麻栗坡南,4.8
1973/7/22 3:50,86.50 ,35.20 ,9,西藏那曲市尼玛县,5.1
1973/7/21 13:25,96.00 ,35.60 ,,青海都兰,4.8
1973/7/17 3:45,86.50 ,35.10 ,15,西藏那曲市尼玛县,5.1
1973/7/14 21:39,86.60 ,35.20 ,30,西藏那曲市尼玛县,6
1973/7/14 17:12,86.20 ,35.20 ,,西藏阿里地区改则县,5.2
1973/7/14 16:13,86.20 ,35.20 ,,西藏尼玛,4.8
1973/7/14 12:51,86.50 ,35.10 ,,西藏那曲市尼玛县,7.3
1973/7/1 1:43,121.40 ,22.90 ,16,台湾台东县海域,5.2
1973/6/30 1:52,103.80 ,28.90 ,,四川乐山市马边县,5.2
1973/6/29 6:04,103.70 ,28.90 ,,四川沐川,4.9
1973/6/29 5:59,103.70 ,28.90 ,10,四川乐山市马边县,5.4
1973/6/29 5:58,103.90 ,28.90 ,,四川沐川,4.8
1973/6/27 21:11,79.30 ,40.70 ,10,新疆柯坪,4.8
1973/6/16 15:22,95.80 ,37.60 ,,青海海西州德令哈市,5.1
1973/6/11 0:08,74.80 ,39.40 ,52,新疆克孜勒苏州乌恰县,5
1973/6/9 12:19,82.13 ,41.18 ,,新疆新和,4.7
1973/6/7 14:22,121.00 ,22.70 ,9,台湾台东县,5
1973/6/3 7:57,83.60 ,44.20 ,,新疆博尔塔拉州精河县,6
1973/6/2 0:39,98.50 ,24.90 ,,云南保山市腾冲市,5
1973/6/1 21:02,98.60 ,24.92 ,,云南腾冲,4.9
1973/6/1 20:46,82.15 ,41.15 ,,新疆新和,4.7
1973/5/17 17:38,82.20 ,41.30 ,20,新疆阿克苏地区沙雅县,5.1
1973/5/8 18:01,104.20 ,33.00 ,12,四川阿坝州九寨沟县,5.1
1973/4/28 12:43,125.10 ,25.80 ,104,先岛群岛东北海域,5.2
1973/4/23 21:29,121.50 ,24.10 ,38,台湾花莲县,5.1
1973/4/22 13:46,104.20 ,27.70 ,,云南昭通市彝良县,5.1
1973/3/26 15:58,73.80 ,38.40 ,106,新疆克孜勒苏州阿克陶县,5.5
1973/3/24 3:14,100.00 ,31.90 ,,四川甘孜州甘孜县,5.5
1973/3/22 14:10,100.90 ,22.00 ,10,云南西双版纳州景洪市,5.5
1973/3/22 9:06,87.20 ,28.10 ,33,西藏日喀则市定日县,5.3
1973/2/16 15:29,100.20 ,31.70 ,,四川甘孜,4.8
1973/2/14 8:49,121.40 ,22.20 ,,台湾屏东县海域,5.7
1973/2/10 11:32,121.70 ,24.20 ,,台湾花莲县,5.1
1973/2/8 0:06,100.50 ,31.60 ,,四川甘孜州炉霍县,6
1973/2/7 17:20,100.90 ,31.40 ,,四川甘孜州炉霍县,5
1973/2/7 1:11,100.20 ,31.50 ,17,四川甘孜,4.8
1973/2/6 18:47,100.70 ,31.30 ,,四川甘孜州炉霍县,5
1973/2/6 18:37,100.70 ,31.30 ,11,四川甘孜州炉霍县,7.6
1973/1/24 11:20,82.17 ,41.15 ,20,新疆沙雅,4.9
1973/1/15 20:55,91.28 ,40.60 ,,新疆若羌,4.7
1973/1/3 6:25,88.08 ,31.17 ,43,西藏申扎,4.8
1972/12/31 7:54,87.60 ,33.70 ,,西藏那曲市双湖县,5.2
1972/12/22 9:04,120.50 ,23.40 ,14,台湾嘉义县,5.4
1972/12/3 16:54,75.13 ,39.42 ,,新疆乌恰,4.8
1972/11/21 10:47,121.60 ,24.00 ,20,台湾花莲县,6.2
1972/11/16 19:23,96.10 ,25.50 ,,云南泸水西,4.9
1972/11/10 2:41,121.60 ,23.80 ,26,台湾花莲县海域,6.3
1972/11/8 22:25,121.60 ,23.90 ,31,台湾花莲县,5.9
1972/11/7 14:40,120.80 ,22.70 ,22,台湾台东,4.9
1972/11/2 5:53,96.50 ,26.50 ,,云南泸水西北,4.8
1972/10/21 12:16,121.20 ,22.40 ,22,台湾台东县海域,5.2
1972/10/12 7:42,114.32 ,36.97 ,16,河北邢台,4.8
1972/9/30 4:24,101.90 ,30.40 ,20,四川甘孜州康定市,5.7
1972/9/30 0:21,101.70 ,30.50 ,16,四川甘孜州康定市,5.6
1972/9/28 1:54,121.10 ,22.20 ,20,台湾屏东县海域,5.7
1972/9/27 8:08,101.70 ,30.40 ,13,四川甘孜州康定市,5.6
1972/9/24 21:09,121.10 ,22.40 ,,台湾台东县海域,5
1972/9/23 10:14,121.30 ,22.40 ,22,台湾台东县海域,6.4
1972/9/23 3:57,121.10 ,22.30 ,26,台湾台东县海域,6.6
1972/9/11 4:57,81.12 ,39.43 ,,新疆洛浦,4.7
1972/9/6 10:51,78.52 ,32.48 ,14,西藏札达,4.8
1972/9/2 10:07,122.40 ,24.70 ,124,台湾宜兰县海域,5.1
1972/8/31 2:51,96.50 ,36.60 ,15,青海海西州都兰县,5.3
1972/8/31 2:47,96.40 ,36.70 ,15,青海海西州都兰县,5.2
1972/8/30 23:14,96.40 ,36.70 ,15,青海海西州都兰县,5.5
1972/8/27 22:49,100.50 ,22.80 ,25,云南普洱市思茅区,5.4
1972/8/25 23:25,122.00 ,24.50 ,,台湾苏澳,4.8
1972/8/11 5:06,93.50 ,32.40 ,,西藏巴青,4.9
1972/7/28 15:03,122.50 ,24.20 ,65,台湾花莲,4.9
1972/7/23 0:41,91.70 ,31.50 ,15,西藏那曲市色尼区,6
1972/7/1 2:57,121.10 ,24.30 ,25,台湾台中市,5.2
1972/6/26 16:08,120.30 ,21.00 ,15,台湾屏东县海域,5.2
1972/6/8 18:17,120.10 ,21.00 ,13,台湾屏东县海域,5
1972/6/8 17:14,120.10 ,21.10 ,25,台湾屏东县海域,5.9
1972/5/12 9:21,121.70 ,24.70 ,37,台湾宜兰县,5.7
1972/5/7 6:05,102.40 ,27.90 ,14,四川昭觉,4.8
1972/5/5 18:16,121.50 ,23.10 ,20,台湾台东县海域,5.6
1972/5/2 4:01,121.50 ,23.90 ,13,台湾花莲县,5.2
1972/4/28 3:20,122.50 ,24.10 ,,台湾花莲县海域,5.2
1972/4/25 1:58,121.60 ,23.80 ,10,台湾花莲县海域,5.8
1972/4/24 20:00,121.40 ,23.50 ,39,台湾花莲县,5.2
1972/4/24 19:32,121.40 ,23.50 ,25,台湾花莲县,5.2
1972/4/24 19:18,121.30 ,23.60 ,5,台湾花莲县,5.2
1972/4/24 18:14,121.30 ,23.50 ,5,台湾花莲县,5
1972/4/24 17:57,121.50 ,23.70 ,9,台湾花莲县,7.3
1972/4/21 21:20,122.50 ,24.10 ,37,台湾花莲,4.9
1972/4/17 19:01,122.60 ,24.00 ,48,台湾花莲县海域,5.2
1972/4/17 18:49,122.60 ,24.10 ,22,台湾花莲县海域,6.1
1972/4/14 15:16,122.50 ,40.02 ,,辽宁盖县,4.8
1972/4/9 18:43,84.70 ,42.13 ,,新疆轮台,4.7
1972/4/9 12:10,84.80 ,42.30 ,30,新疆巴音郭楞州轮台县,5.6
1972/4/8 17:33,101.80 ,29.60 ,28,四川甘孜州康定市,5.2
1972/4/6 1:53,118.30 ,23.00 ,,台湾海峡,5.1
1972/3/15 14:00,84.50 ,30.40 ,,西藏隆格尔,4.7
1972/3/7 14:19,122.20 ,22.30 ,28,台湾台东县海域,5.5
1972/2/27 2:56,102.40 ,24.10 ,15,云南峨山,4.7
1972/2/20 11:02,80.50 ,34.50 ,,西藏日土,4.9
1972/2/17 7:19,80.60 ,41.73 ,,新疆温宿,4.8
1972/2/12 9:06,120.40 ,24.50 ,14,台湾台中市海域,5
1972/2/4 22:08,84.47 ,30.33 ,18,西藏隆格尔,4.8
1972/2/3 15:22,102.27 ,23.35 ,,云南红河,4.8
1972/1/29 0:18,120.10 ,21.00 ,,台湾屏东县海域,5.2
1972/1/25 11:41,122.00 ,23.10 ,,台湾台东县海域,7.6
1972/1/25 10:06,122.30 ,22.60 ,,台湾台东县海域,8
1972/1/23 10:05,102.60 ,23.50 ,6,云南红河州石屏县,5.6
1972/1/16 4:21,79.00 ,40.30 ,,新疆阿克苏地区柯坪县,6.2
1972/1/13 2:37,75.00 ,37.70 ,84,新疆喀什地区塔什库尔干县,5.4
1972/1/10 13:23,120.40 ,20.90 ,25,南海海域,5.1
1972/1/8 22:32,120.30 ,20.90 ,27,南海海域,5.2
1972/1/8 16:14,120.30 ,20.90 ,12,南海海域,5.5
1972/1/8 13:35,120.10 ,21.60 ,17,台湾屏东县海域,5.2
1972/1/8 13:27,120.10 ,20.90 ,25,南海海域,6.7
1972/1/4 20:15,122.20 ,22.50 ,40,台湾台东县海域,5.1
1972/1/4 11:16,122.10 ,22.50 ,,台湾台东县海域,7.2
1972/1/2 18:27,84.38 ,41.77 ,,新疆轮台,4.8
1971/12/30 18:46,122.50 ,31.20 ,10,上海东,4.9
1971/12/4 16:38,87.90 ,27.90 ,29,西藏日喀则市定结县,5.4
1971/11/8 17:23,119.50 ,44.50 ,,内蒙古巴林左旗,4.7
1971/11/5 4:12,103.58 ,28.82 ,11,四川马边,4.9
1971/11/1 13:30,84.90 ,44.00 ,,新疆塔城地区乌苏市,5
1971/10/31 4:48,121.35 ,22.97 ,39,台湾台东县海域,6
1971/10/30 1:16,86.43 ,34.13 ,6,西藏尼玛,4.7
1971/10/27 17:27,120.10 ,17.50 ,56,南海海域,5
1971/10/24 16:59,87.20 ,28.30 ,57,西藏日喀则市定日县,5
1971/10/20 16:40,121.33 ,21.93 ,36,台湾屏东县海域,5.6
1971/10/9 21:15,122.03 ,24.90 ,50,台湾宜兰县海域,5.3
1971/9/21 17:13,91.80 ,32.40 ,34,西藏那曲市安多县,5.1
1971/9/14 11:11,100.80 ,23.00 ,,云南普洱市景谷县,6.2
1971/9/6 20:00,101.80 ,26.40 ,,四川攀枝花,4.7
1971/8/29 23:17,78.00 ,36.57 ,,新疆皮山,4.7
1971/8/23 13:46,103.67 ,28.75 ,,四川马边,4.7
1971/8/23 13:36,103.73 ,28.73 ,5,四川乐山市马边县,5.4
1971/8/19 19:12,121.63 ,21.87 ,15,台湾屏东县海域,5.1
1971/8/19 16:28,121.93 ,24.05 ,25,台湾花莲县海域,5.9
1971/8/18 1:07,103.62 ,28.80 ,17,四川乐山市马边县,5
1971/8/17 17:36,103.73 ,28.77 ,35,四川乐山市沐川县,5.2
1971/8/17 6:40,103.62 ,28.83 ,,四川马边,4.8
1971/8/17 6:37,103.62 ,28.83 ,19,四川乐山市马边县,5.4
1971/8/17 3:52,103.60 ,28.82 ,10,四川马边,4.9
1971/8/17 3:33,103.67 ,28.82 ,,四川马边,4.8
1971/8/17 2:53,103.78 ,28.90 ,7,四川乐山市马边县,5.7
1971/8/16 13:26,121.80 ,21.60 ,33,台湾屏东县海域,5
1971/8/16 12:57,103.78 ,28.88 ,24,四川乐山市马边县,5.9
1971/8/15 20:14,121.70 ,21.90 ,28,台湾屏东县海域,5.1
1971/8/12 5:00,92.20 ,32.10 ,33,西藏聂荣,4.7
1971/8/4 1:55,112.40 ,40.90 ,10,内蒙古卓资,4.7
1971/7/26 10:42,77.20 ,40.10 ,,新疆阿图什,4.8
1971/7/26 9:48,77.10 ,39.90 ,45,新疆喀什地区伽师县,5.7
1971/7/24 19:43,73.20 ,39.50 ,36,新疆克孜勒苏州乌恰县,5.1
1971/7/17 23:00,93.30 ,26.40 ,50,西藏山南市错那县,5.3
1971/6/28 13:01,106.32 ,37.90 ,23,宁夏吴忠市利通区,5.1
1971/6/27 3:00,105.48 ,25.12 ,,贵州安龙,4.9
1971/6/20 1:23,79.23 ,41.62 ,12,新疆阿克苏地区乌什县,5.3
1971/6/16 21:46,79.23 ,41.32 ,49,新疆乌什,4.7
1971/6/16 18:56,79.52 ,41.42 ,33,新疆乌什,4.7
1971/6/16 9:19,79.10 ,41.47 ,,新疆乌什,4.7
1971/6/16 8:58,79.23 ,41.52 ,29,新疆阿克苏地区乌什县,5.6
1971/6/16 6:15,79.30 ,41.40 ,,新疆阿克苏地区乌什县,5
1971/6/16 6:04,79.28 ,41.52 ,12,新疆阿克苏地区乌什县,5.8
1971/6/15 15:39,79.30 ,41.40 ,42,新疆阿克苏地区乌什县,5.2
1971/6/15 13:27,119.50 ,18.00 ,52,南海,4.8
1971/6/5 18:21,113.42 ,37.43 ,,山西和顺,4.8
1971/6/5 4:49,92.12 ,32.27 ,,西藏聂荣,4.7
1971/6/4 23:14,128.60 ,28.80 ,155,东海海域,5
1971/5/23 4:03,92.20 ,32.40 ,20,西藏那曲市聂荣县,6.5
1971/5/13 16:58,121.10 ,22.30 ,69,台湾台南,4.8
1971/5/11 8:09,121.00 ,22.30 ,30,台湾台东县海域,5.3
1971/5/3 8:33,84.30 ,30.80 ,20,西藏阿里地区措勤县,5.4
1971/4/28 23:32,101.10 ,23.00 ,15,云南普洱市思茅区,6.7
1971/4/3 12:50,95.40 ,32.20 ,20,青海玉树州杂多县,6.5
1971/4/3 12:49,95.10 ,32.20 ,20,青海玉树州杂多县,6.3
1971/3/25 5:01,79.40 ,41.40 ,58,新疆阿克苏地区乌什县,5
1971/3/25 4:54,79.40 ,41.40 ,33,新疆阿克苏地区乌什县,5
1971/3/24 21:54,98.10 ,35.50 ,13,青海果洛州玛多县,6.3
1971/3/24 4:47,79.40 ,41.30 ,20,新疆阿克苏地区乌什县,6.1
1971/3/23 17:52,79.30 ,41.40 ,20,新疆阿克苏地区乌什县,6
1971/3/13 6:32,119.80 ,18.90 ,44,南海海域,5.6
1971/2/16 22:26,122.30 ,24.00 ,38,台湾花莲县海域,5.8
1971/2/12 1:53,122.00 ,21.20 ,37,巴坦群岛海域,5.1
1971/2/5 17:10,99.40 ,25.10 ,14,云南保山市隆阳区,5.8
1971/1/24 12:33,95.02 ,29.03 ,27,西藏墨脱,4.8
1971/1/12 3:06,121.60 ,23.70 ,58,台湾花莲县海域,5
1970/12/20 11:20,124.50 ,25.60 ,33,先岛群岛东北海域,5
1970/12/7 1:55,76.00 ,38.00 ,20,新疆阿克陶,4.7
1970/12/3 3:12,105.58 ,35.93 ,15,宁夏固原市西吉县,5.1
1970/11/29 10:03,81.80 ,41.60 ,15,新疆阿克苏地区拜城县,5
1970/11/27 17:39,122.45 ,24.15 ,35,台湾花莲县海域,5.5
1970/11/16 12:57,81.23 ,43.40 ,4,新疆伊犁州昭苏县,5.4
1970/11/14 15:58,121.23 ,22.88 ,38,台湾台东县,6.5
1970/11/10 20:12,109.42 ,40.75 ,10,内蒙古乌拉特前旗,4.8
1970/11/8 17:15,101.40 ,32.15 ,50,四川阿坝州壤塘县,5.5
1970/10/17 13:33,79.30 ,41.50 ,47,新疆乌什,4.7
1970/10/15 11:55,77.20 ,39.80 ,47,新疆伽师,4.7
1970/10/12 17:33,131.00 ,42.80 ,542,吉林延边州珲春市东部海域,5.1
1970/10/11 7:07,123.60 ,51.00 ,15,内蒙古鄂伦春旗,4.7
1970/10/2 17:33,131.00 ,42.80 ,542,吉林珲春,4.7
1970/9/30 17:52,121.87 ,20.42 ,33,巴布延群岛海域,5.6
1970/9/19 9:07,89.53 ,48.42 ,31,新疆阿勒泰地区阿勒泰市,5.2
1970/9/16 11:05,121.12 ,22.32 ,62,台湾台东县海域,5.1
1970/9/14 17:43,77.20 ,39.90 ,20,新疆阿图什,4.7
1970/9/5 21:37,101.33 ,32.15 ,20,四川阿坝州壤塘县,5.5
1970/9/5 11:43,121.30 ,24.00 ,43,台湾花莲,4.9
1970/9/3 4:01,73.90 ,38.30 ,135,帕米尔,4.8
1970/8/10 0:12,77.80 ,40.00 ,20,新疆巴楚,4.8
1970/8/8 19:46,81.37 ,44.15 ,49,新疆伊宁,4.8
1970/7/31 21:10,103.73 ,28.63 ,10,四川凉山州雷波县,5.4
1970/7/29 13:50,77.77 ,40.05 ,13,新疆喀什地区巴楚县,5.9
1970/7/9 2:50,102.50 ,24.05 ,,云南石屏,4.7
1970/6/30 11:45,121.40 ,22.80 ,93,台湾台东,4.7
1970/6/24 8:42,95.50 ,29.00 ,33,西藏墨脱,4.9
1970/6/19 20:44,121.60 ,24.80 ,84,台湾宜兰,4.8
1970/5/1 2:10,121.82 ,24.03 ,43,台湾花莲县海域,5.2
1970/4/30 22:40,125.40 ,27.00 ,236,东海海域,5.1
1970/4/6 13:07,97.10 ,25.90 ,,云南泸水以西,4.8
1970/3/29 11:48,75.28 ,39.68 ,34,新疆克孜勒苏州乌恰县,5
1970/3/25 7:47,105.12 ,26.07 ,8,贵州晴隆,4.8
1970/3/16 11:47,86.33 ,33.88 ,57,西藏尼玛,4.7
1970/3/13 2:09,102.95 ,24.02 ,,云南玉溪市通海县,5.9
1970/3/11 9:37,103.08 ,23.93 ,,云南红河州建水县,5.2
1970/2/27 3:30,85.98 ,27.48 ,18,西藏日喀则市聂拉木县,5.1
1970/2/25 18:20,122.33 ,24.23 ,32,台湾花莲县海域,5.8
1970/2/24 10:07,103.28 ,30.65 ,,四川成都市大邑县,6.2
1970/2/19 15:10,94.13 ,27.58 ,12,西藏林芝市米林县,6.1
1970/2/7 6:32,100.57 ,22.80 ,,云南普洱市思茅区,5.5
1970/2/7 6:10,101.03 ,23.08 ,,云南普洱市宁洱县,6.2
1970/2/5 11:40,102.37 ,24.28 ,,云南玉溪市红塔区,5.7
1970/1/27 22:19,102.82 ,24.45 ,16,云南华宁,4.8
1970/1/27 18:49,101.27 ,34.68 ,10,青海河南,4.8
1970/1/27 15:09,94.28 ,45.73 ,25,新疆巴里坤东,4.8
1970/1/14 18:14,102.75 ,24.30 ,14,云南玉溪市江川区,5.4
1970/1/14 10:23,122.40 ,24.00 ,,台湾花莲县海域,5
1970/1/9 18:31,102.98 ,24.12 ,5,云南玉溪市通海县,5
1970/1/7 10:43,102.80 ,24.00 ,,云南建水,4.8
1970/1/5 22:21,102.68 ,24.08 ,,云南玉溪市通海县,5.3
1970/1/5 19:49,103.08 ,24.07 ,,云南玉溪市通海县,5.9
1970/1/5 12:19,102.50 ,24.30 ,,云南玉溪,4.8
1970/1/5 5:44,102.53 ,24.25 ,,云南玉溪市通海县,5.5
1970/1/5 2:32,102.30 ,24.30 ,,云南峨山,4.9
1970/1/5 1:32,102.50 ,24.20 ,,云南玉溪市通海县,5.2
1970/1/5 1:00,102.68 ,24.20 ,13,云南玉溪市通海县,7.8
1969/12/20 10:09,110.30 ,18.20 ,24,海南万宁市,5.2
1969/12/17 16:00,110.60 ,18.50 ,,海南万宁市,5.1
1969/11/6 4:58,101.80 ,32.70 ,,四川阿坝州阿坝县,5.3
1969/9/29 2:53,73.40 ,39.50 ,,新疆克孜勒苏州乌恰县,5
1969/9/26 7:10,101.80 ,32.50 ,,四川阿坝州阿坝县,5.1
1969/9/15 0:15,74.80 ,39.70 ,38,新疆克孜勒苏州乌恰县,5.5
1969/9/14 22:46,74.80 ,39.70 ,43,新疆克孜勒苏州乌恰县,5.5
1969/9/5 19:42,121.80 ,22.90 ,,台湾台东县海域,5.8
1969/8/28 11:58,73.50 ,39.00 ,9,新疆克孜勒苏州阿克陶县,5.6
1969/7/28 6:26,122.60 ,24.90 ,110,台湾宜兰县海域,5.2
1969/7/26 6:49,111.80 ,22.32 ,5,广东阳江市阳春市,6.4
1969/7/18 21:33,119.00 ,38.00 ,33,渤海海域,5.1
1969/7/18 13:24,119.40 ,38.20 ,35,渤海海域,7.4
1969/6/22 9:33,79.40 ,30.50 ,15,西藏阿里地区札达县,5.1
1969/6/13 2:59,122.50 ,24.10 ,45,台湾花莲县海域,5.5
1969/4/11 5:57,124.80 ,25.80 ,120,东海海域,5.3
1969/4/10 22:54,131.10 ,42.10 ,547,吉林延边州珲春市东部海域,5.5
1969/4/4 21:55,120.20 ,22.20 ,7,台湾屏东县海域,5.3
1969/3/10 13:35,121.60 ,22.40 ,33,台湾台东县海域,5.2
1969/2/12 6:44,78.90 ,42.10 ,33,新疆阿克苏地区乌什县,5.2
1969/2/12 6:08,79.30 ,41.50 ,10,新疆阿克苏地区乌什县,6.3
1969/2/9 23:34,101.40 ,22.00 ,9,云南西双版纳州景洪市,5.4
1969/1/26 17:59,73.90 ,38.40 ,109,新疆克孜勒苏州阿克陶县,5.1
1968/12/31 6:11,121.60 ,23.20 ,,台湾台东县海域,5.5
1968/12/22 17:06,101.90 ,36.20 ,7,青海海东市化隆县,5.4
1968/10/20 15:08,122.50 ,24.90 ,22,台湾宜兰县海域,6.1
1968/10/18 13:54,122.40 ,24.90 ,62,台湾宜兰县海域,5
1968/10/15 1:32,121.60 ,24.10 ,,台湾花莲县,5.1
1968/10/11 7:56,122.80 ,24.30 ,,台湾花莲县海域,5.1
1968/10/4 13:45,122.50 ,24.70 ,40,台湾宜兰县海域,5.4
1968/7/6 23:48,122.60 ,24.30 ,47,台湾花莲县海域,5
1968/6/13 14:33,105.20 ,23.20 ,,云南文山州麻栗坡县,5.2
1968/6/5 1:15,121.50 ,22.40 ,35,台湾台东县海域,5
1968/5/15 3:46,114.78 ,37.18 ,15,河北邢台市任泽区,5
1968/5/11 4:33,121.90 ,24.30 ,40,台湾花莲县海域,5.8
1968/5/10 23:09,121.90 ,24.30 ,40,台湾花莲县海域,5.8
1968/5/10 17:23,121.70 ,24.20 ,11,台湾花莲县海域,5.9
1968/4/1 17:05,117.60 ,25.10 ,,福建漳州市华安县,5.2
1968/3/16 20:26,101.10 ,25.30 ,13,云南楚雄州南华县,5.1
1968/3/3 0:17,100.30 ,29.90 ,10,四川甘孜州理塘县,5.7
1968/2/26 18:50,121.50 ,22.80 ,8,台湾台东县海域,6.8
1968/1/31 19:45,92.20 ,29.80 ,11,西藏山南市桑日县,5.2
1968/1/27 21:56,121.60 ,23.10 ,8,台湾台东县海域,5.8
1968/1/22 18:35,75.70 ,38.20 ,100,新疆克孜勒苏州阿克陶县,5
1968/1/16 3:33,115.22 ,37.77 ,20,河北石家庄市辛集市,5.3
1968/1/13 15:03,122.40 ,24.00 ,30,台湾花莲县海域,6.2
1967/12/30 13:24,118.20 ,20.40 ,33,南海海域,5
1967/12/20 9:37,111.20 ,36.40 ,,山西临汾市蒲县,5
1967/12/18 22:07,111.22 ,36.47 ,30,山西临汾市蒲县,5.4
1967/12/3 4:05,115.22 ,37.72 ,25,河北邢台市宁晋县,5.7
1967/11/17 21:58,122.20 ,24.00 ,35,台湾花莲县海域,5.1
1967/11/4 13:07,122.30 ,24.40 ,77,台湾宜兰县海域,5.1
1967/10/26 8:22,122.50 ,24.20 ,60,台湾花莲县海域,5.9
1967/10/25 9:57,122.20 ,24.30 ,77,台湾宜兰县海域,5.4
1967/10/25 8:59,122.30 ,24.40 ,73,台湾宜兰县海域,6.7
1967/10/18 11:07,123.00 ,23.80 ,64,先岛群岛海域,5.2
1967/9/28 10:53,79.60 ,42.30 ,15,新疆阿克苏地区乌什县,5.1
1967/9/16 7:57,120.70 ,24.10 ,47,台湾彰化县,5
1967/9/15 18:32,91.90 ,27.30 ,10,西藏山南市错那县,5.5
1967/8/30 19:08,100.33 ,31.70 ,,四川甘孜州炉霍县,6
1967/8/30 12:22,100.30 ,31.60 ,,四川甘孜州炉霍县,6.8
1967/8/20 10:02,80.40 ,45.50 ,10,新疆博尔塔拉州温泉县,5.3
1967/8/15 23:36,132.40 ,44.70 ,48,黑龙江鸡西市密山市,5.2
1967/8/15 17:21,93.60 ,31.10 ,25,西藏那曲市比如县,5.5
1967/8/12 20:34,90.00 ,28.00 ,,西藏日客则市康马县,5
1967/8/2 14:34,121.60 ,23.50 ,50,台湾花莲县海域,5.2
1967/7/28 13:55,115.55 ,40.55 ,10,河北张家口市怀来县,5.4
